state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Extended,Undergraduate,Unemployed,M,Urban,Married,Corporate Auto,1,Branch,Four-Door Car,Large
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Web,Four-Door Car,Medsize
California,No,Extended,Postgraduate,Disabled,F,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,M,Suburban,Single,Personal Auto,1,Agent,Luxury,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,1,Agent,Luxury,Medsize
California,No,Basic,Postgraduate,Employed,M,Urban,Single,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,3,Branch,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Single,Corporate Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,2,Web,Four-Door Car,Large
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Disabled,M,Suburban,Married,Personal Auto,1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Call Center,SUV,Medsize
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,3,Call Center,SUV,Small
California,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,SUV,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,F,Suburban,Married,Corporate Auto,1,Agent,Two-Door Car,Large
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,4,Call Center,SUV,Small
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,SUV,Small
California,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,Small
California,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,Small
California,No,Extended,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Single,Personal Auto,1,Branch,Luxury,Small
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Branch,SUV,Medsize
California,Yes,Extended,Undergraduate,Employed,F,Rural,Married,Corporate Auto,2,Call Center,Two-Door Car,Large
California,Yes,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,1,Agent,SUV,Large
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Agent,SUV,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Medical Leave,M,Suburban,Single,Personal Auto,2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,High School or Below,Disabled,M,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,Large
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,2,Branch,Two-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Corporate Auto,3,Web,Four-Door Car,Medsize
California,Yes,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,1,Branch,Four-Door Car,Medsize
California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,3,Web,SUV,Medsize
California,No,Extended,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,Small
California,No,Extended,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Single,Personal Auto,3,Branch,Two-Door Car,Large
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,4,Branch,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,4,Branch,SUV,Medsize
California,Yes,Basic,High School or Below,Retired,M,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Large
California,Yes,Basic,Undergraduate,Retired,F,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,1,Branch,Two-Door Car,Small
California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,1,Agent,Luxury,Medsize
California,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,1,Agent,SUV,Medsize
California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,1,Web,Four-Door Car,Small
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,Luxury,Large
California,No,Extended,Undergraduate,Employed,M,Rural,Married,Personal Auto,4,Branch,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Branch,SUV,Medsize
California,No,Basic,Postgraduate,Disabled,M,Urban,Married,Corporate Auto,1,Call Center,Four-Door Car,Large
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,2,Web,SUV,Small
California,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Branch,SUV,Medsize
California,Yes,Extended,Undergraduate,Employed,M,Rural,Married,Corporate Auto,2,Agent,Luxury,Medsize
California,Yes,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,1,Agent,SUV,Large
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Urban,Married,Personal Auto,1,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Branch,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,1,Agent,SUV,Medsize
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,Call Center,Luxury,Small
California,No,Premium,Postgraduate,Employed,M,Urban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,M,Rural,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Premium,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,Small
California,No,Extended,Postgraduate,Employed,M,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Web,SUV,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,2,Branch,Two-Door Car,Small
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Rural,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,Yes,Basic,Undergraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Rural,Married,Corporate Auto,1,Call Center,SUV,Medsize
California,No,Extended,High School or Below,Employed,F,Rural,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,2,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Employed,F,Suburban,Single,Corporate Auto,2,Agent,Two-Door Car,Small
California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,1,Call Center,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Urban,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,3,Call Center,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Corporate Auto,1,Agent,SUV,Medsize
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,4,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,3,Branch,Four-Door Car,Large
California,No,Extended,Undergraduate,Employed,M,Rural,Single,Corporate Auto,4,Call Center,Four-Door Car,Small
California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Premium,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,Luxury,Small
California,Yes,Basic,High School or Below,Retired,F,Suburban,Single,Personal Auto,1,Agent,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Web,SUV,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,Small
California,No,Basic,Postgraduate,Disabled,F,Suburban,Single,Personal Auto,1,Branch,SUV,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Corporate Auto,3,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Married,Personal Auto,2,Agent,SUV,Medsize
California,No,Premium,High School or Below,Disabled,F,Suburban,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Extended,Undergraduate,Employed,M,Rural,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Rural,Single,Corporate Auto,1,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Web,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,M,Urban,Single,Personal Auto,1,Call Center,SUV,Medsize
California,Yes,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Large
California,No,Premium,Undergraduate,Disabled,F,Suburban,Married,Personal Auto,2,Agent,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,2,Call Center,SUV,Small
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Rural,Married,Personal Auto,4,Web,Luxury,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,2,Web,SUV,Medsize
California,No,Extended,Undergraduate,Employed,F,Urban,Single,Corporate Auto,2,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Medical Leave,M,Suburban,Married,Corporate Auto,1,Web,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Medical Leave,F,Rural,Married,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,2,Call Center,Two-Door Car,Small
California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Urban,Married,Personal Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,F,Rural,Single,Personal Auto,1,Call Center,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,4,Call Center,Four-Door Car,Small
California,No,Extended,Postgraduate,Employed,F,Suburban,Married,Corporate Auto,1,Agent,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,M,Suburban,Married,Personal Auto,1,Web,SUV,Small
California,Yes,Premium,Postgraduate,Employed,M,Rural,Married,Personal Auto,1,Agent,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,Small
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Corporate Auto,4,Call Center,Two-Door Car,Medsize
California,No,Extended,Undergraduate,Employed,F,Suburban,Married,Corporate Auto,2,Call Center,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,F,Suburban,Single,Personal Auto,4,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,Medical Leave,M,Suburban,Single,Corporate Auto,3,Call Center,Luxury,Medsize
California,No,Basic,Undergraduate,Medical Leave,F,Suburban,Married,Personal Auto,1,Branch,Two-Door Car,Medsize
California,No,Extended,Postgraduate,Employed,F,Urban,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,3,Call Center,Luxury,Small
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Corporate Auto,2,Call Center,Luxury,Medsize
California,No,Basic,Postgraduate,Unemployed,F,Suburban,Married,Personal Auto,2,Branch,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Small
California,No,Premium,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,1,Call Center,SUV,Medsize
California,Yes,Basic,Undergraduate,Retired,M,Suburban,Single,Corporate Auto,2,Web,Four-Door Car,Medsize
California,No,Extended,Undergraduate,Unemployed,F,Suburban,Single,Corporate Auto,1,Web,SUV,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,1,Agent,Four-Door Car,Small
California,No,Extended,High School or Below,Employed,M,Urban,Married,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,4,Web,Two-Door Car,Small
California,No,Basic,Undergraduate,Employed,M,Suburban,Single,Personal Auto,1,Agent,Luxury,Medsize
California,No,Basic,Undergraduate,Unemployed,M,Suburban,Single,Personal Auto,1,Branch,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Disabled,F,Suburban,Married,Corporate Auto,1,Agent,SUV,Medsize
California,No,Basic,Postgraduate,Unemployed,M,Suburban,Married,Personal Auto,4,Branch,Luxury,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Agent,Two-Door Car,Medsize
California,Yes,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,2,Web,Two-Door Car,Medsize
California,No,Basic,Undergraduate,Employed,M,Urban,Married,Corporate Auto,1,Agent,Luxury,Medsize
California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,1,Agent,Luxury,Medsize
California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,1,Call Center,SUV,Medsize
California,No,Extended,Undergraduate,Unemployed,M,Suburban,Married,Corporate Auto,3,Branch,SUV,Medsize
California,No,Basic,Undergraduate,Employed,F,Rural,Married,Personal Auto,3,Web,Four-Door Car,Small
California,Yes,Basic,Undergraduate,Employed,M,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,Medsize
California,No,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,2,Agent,Four-Door Car,Medsize
California,No,Basic,Postgraduate,Employed,M,Suburban,Married,Personal Auto,4,Agent,SUV,Medsize
California,No,Premium,Undergraduate,Employed,M,Rural,Married,Corporate Auto,4,Web,Four-Door Car,Medsize
California,No,Basic,Undergraduate,Unemployed,F,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,Large
California,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,3,Agent,Four-Door Car,Medsize
